Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\AbstractPostInsertGenerator.java;AbstractPostInsertGenerator.java;40;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\internal\QueryParameterImpl.java;QueryParameterImpl.java;40;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\spi\ScriptSourceInput.java;ScriptSourceInput.java;39;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\spi\CallbackBuilder.java;CallbackBuilder.java;39;11;10;1;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-c3p0\src\main\java\org\hibernate\c3p0\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;39;29;13;16;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\IdentifierBag.java;IdentifierBag.java;39;15;12;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-hikaricp\src\main\java\org\hibernate\hikaricp\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;39;24;11;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\package-info.java;package-info.java;39;39;39;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-proxool\src\main\java\org\hibernate\proxool\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;39;27;12;15;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\CacheableDataStatistics.java;CacheableDataStatistics.java;39;43;41;2;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\StatsHelper.java;StatsHelper.java;38;38;38;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\strategy\ValidityAuditStrategy.java;ValidityAuditStrategy.java;38;489;63;426;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\spi\DomainDataCachingConfig.java;DomainDataCachingConfig.java;38;38;38;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\internal\AbstractGraphNode.java;AbstractGraphNode.java;38;38;38;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\compare\RowVersionComparator.java;RowVersionComparator.java;38;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\EnhancedUserType.java;EnhancedUserType.java;38;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\usertype\UserVersionType.java;UserVersionType.java;37;63;31;32;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\SessionStatistics.java;SessionStatistics.java;37;8;4;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\DB2390V8Dialect.java;DB2390V8Dialect.java;37;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-agroal\src\main\java\org\hibernate\agroal\internal\StrategyRegistrationProviderImpl.java;StrategyRegistrationProviderImpl.java;37;71;54;17;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\jdbc\spi\JdbcObserver.java;JdbcObserver.java;37;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\VirtualFileSystemArchiveDescriptorFactory.java;VirtualFileSystemArchiveDescriptorFactory.java;37;57;47;10;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\archive\scan\internal\DisabledScanner.java;DisabledScanner.java;37;37;37;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\BasicTypeImpl.java;BasicTypeImpl.java;37;43;40;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\log\UnsupportedLogger.java;UnsupportedLogger.java;37;37;37;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\service\spi\EventListenerRegistry.java;EventListenerRegistry.java;36;19;11;8;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\spi\ProvidedInstanceManagedBeanImpl.java;ProvidedInstanceManagedBeanImpl.java;36;5;0;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\BasicJavaDescriptor.java;BasicJavaDescriptor.java;36;36;36;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\transaction\jta\platform\internal\AtomikosJtaPlatform.java;AtomikosJtaPlatform.java;36;36;36;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\spi\ManagedBeanRegistry.java;ManagedBeanRegistry.java;36;35;9;26;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\bytebuddy\ProxyFactoryFactoryImpl.java;ProxyFactoryFactoryImpl.java;36;22;16;6;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\SessionFactoryServiceRegistryFactory.java;SessionFactoryServiceRegistryFactory.java;36;7;4;3;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\PathTypeExpression.java;PathTypeExpression.java;36;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\plan\exec\internal\EntityReferenceAliasesImpl.java;EntityReferenceAliasesImpl.java;36;4;3;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorH2DatabaseImpl.java;SequenceInformationExtractorH2DatabaseImpl.java;35;70;13;57;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\spi\DomainDataRegionBuildingContext.java;DomainDataRegionBuildingContext.java;35;35;35;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\HibernateSpatialConfigurationSettings.java;HibernateSpatialConfigurationSettings.java;35;22;14;8;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\SessionFactoryBuilderImplementor.java;SessionFactoryBuilderImplementor.java;35;42;15;27;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\PrimitiveArray.java;PrimitiveArray.java;35;15;12;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\package-info.java;package-info.java;34;34;34;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\BasicDomainType.java;BasicDomainType.java;34;34;34;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\OrderedMapType.java;OrderedMapType.java;34;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\HSMessageLogger.java;HSMessageLogger.java;34;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\OrderedSetType.java;OrderedSetType.java;34;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\annotations\SetBinder.java;SetBinder.java;34;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\map\SerializableMapProxy.java;SerializableMapProxy.java;34;34;34;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\PropertiesSubqueryExpression.java;PropertiesSubqueryExpression.java;34;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\spi\Enhancer.java;Enhancer.java;33;4;4;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\EntityTypeExpression.java;EntityTypeExpression.java;33;4;0;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\dialect\internal\StandardDialectResolver.java;StandardDialectResolver.java;33;10;1;9;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\spi\BeanContainer.java;BeanContainer.java;33;37;35;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\transaction\backend\jdbc\spi\JdbcResourceTransaction.java;JdbcResourceTransaction.java;33;8;4;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\CollectionReadOnlyAccess.java;CollectionReadOnlyAccess.java;33;33;33;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\ScriptExporter.java;ScriptExporter.java;33;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\javassist\UnloadedCtField.java;UnloadedCtField.java;32;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\identity\PostgreSQL10IdentityColumnSupport.java;PostgreSQL10IdentityColumnSupport.java;32;32;32;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\UnloadedTypeDescription.java;UnloadedTypeDescription.java;32;1;0;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\none\NoneBasicProxyFactory.java;NoneBasicProxyFactory.java;32;32;32;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\query\RelationQueryGenerator.java;RelationQueryGenerator.java;31;22;15;7;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\QueryParameter.java;QueryParameter.java;31;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\Incubating.java;Incubating.java;30;9;8;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\DirectAccessRegion.java;DirectAccessRegion.java;30;130;80;50;1;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\OptionallyManageable.java;OptionallyManageable.java;30;12;0;12;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\compile\CriteriaInterpretation.java;CriteriaInterpretation.java;29;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\EmptyCallbackBuilder.java;EmptyCallbackBuilder.java;29;29;29;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\HibernateIterator.java;HibernateIterator.java;29;3;2;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\TimestampsRegionTemplate.java;TimestampsRegionTemplate.java;29;29;29;0;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\internal\none\NoProxyFactoryFactory.java;NoProxyFactoryFactory.java;29;29;29;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\spi\SchemaNameResolver.java;SchemaNameResolver.java;29;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\convert\spi\EnumValueConverter.java;EnumValueConverter.java;29;5;3;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\event\internal\AbstractCallback.java;AbstractCallback.java;29;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\spi\BeanInstanceProducer.java;BeanInstanceProducer.java;29;29;29;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\MariaDB10Dialect.java;MariaDB10Dialect.java;29;29;29;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\annotations\NamedQueries.java;NamedQueries.java;29;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\QueryResultsRegionTemplate.java;QueryResultsRegionTemplate.java;29;29;29;0;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\access\UnknownAccessTypeException.java;UnknownAccessTypeException.java;29;6;4;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\JpaLogger.java;JpaLogger.java;29;37;33;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\AdditionalJaxbMappingProducer.java;AdditionalJaxbMappingProducer.java;29;4;2;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\xml\XmlDocument.java;XmlDocument.java;28;8;2;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\DynamicComponentMapperSupport.java;DynamicComponentMapperSupport.java;28;28;28;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\PrimitiveCharacterArrayNClobType.java;PrimitiveCharacterArrayNClobType.java;28;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\MariaDB102Dialect.java;MariaDB102Dialect.java;28;28;28;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\convert\spi\JpaAttributeConverter.java;JpaAttributeConverter.java;27;9;7;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\TypeContributor.java;TypeContributor.java;27;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\DomainDataStorageAccess.java;DomainDataStorageAccess.java;27;29;28;1;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorMimerSQLDatabaseImpl.java;SequenceInformationExtractorMimerSQLDatabaseImpl.java;27;27;27;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\MathHelper.java;MathHelper.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\annotations\ArrayBinder.java;ArrayBinder.java;26;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\AbstractPropertyMapper.java;AbstractPropertyMapper.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\spi\interceptor\AbstractLazyLoadInterceptor.java;AbstractLazyLoadInterceptor.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\spi\AppliedGraph.java;AppliedGraph.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\MetadataBuilderImplementor.java;MetadataBuilderImplementor.java;26;2;2;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\spi\ServiceContributor.java;ServiceContributor.java;26;3;3;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\spi\ContainedBeanImplementor.java;ContainedBeanImplementor.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\cfg\internal\AbstractDomainDataCachingConfig.java;AbstractDomainDataCachingConfig.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\spi\MutableJpaCompliance.java;MutableJpaCompliance.java;26;26;26;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\SpatialAggregate.java;SpatialAggregate.java;26;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\service\CustomJtaPlatformInitiator.java;CustomJtaPlatformInitiator.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jcache\src\main\java\org\hibernate\cache\jcache\JCacheHelper.java;JCacheHelper.java;26;26;26;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\util\TokenPrinters.java;TokenPrinters.java;26;26;26;0;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\spi\interceptor\SessionAssociableInterceptor.java;SessionAssociableInterceptor.java;25;25;25;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\MetadataBuilderContributor.java;MetadataBuilderContributor.java;25;25;25;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\ListAttributeImpl.java;ListAttributeImpl.java;25;29;27;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\CollectionDomainType.java;CollectionDomainType.java;25;25;25;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\SecondLevelCacheStatistics.java;SecondLevelCacheStatistics.java;25;35;14;21;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\internal\NoSuchBeanException.java;NoSuchBeanException.java;25;25;25;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\SetAttributeImpl.java;SetAttributeImpl.java;25;29;27;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\spi\BeanLifecycleStrategy.java;BeanLifecycleStrategy.java;25;43;34;9;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\spi\ManagedBean.java;ManagedBean.java;24;7;1;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\service\CustomRegionFactoryInitiator.java;CustomRegionFactoryInitiator.java;24;24;24;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\annotations\BagBinder.java;BagBinder.java;24;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\Renderable.java;Renderable.java;24;60;32;28;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\CacheUtils.java;CacheUtils.java;24;24;24;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\InvalidGraphException.java;InvalidGraphException.java;24;60;42;18;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\CannotBecomeEntityGraphException.java;CannotBecomeEntityGraphException.java;23;23;23;0;1;1;0;1
