Path;File;Number of lines;Changed Lines;Lines added;Lines removed;Number of contributers;Number of contributions;Number of fixes;Number of non fixes
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\beanvalidation\GroupsPerOperation.java;GroupsPerOperation.java;121;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\exception\spi\SQLExceptionConverterFactory.java;SQLExceptionConverterFactory.java;120;5;3;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\spi\AbstractCollectionEvent.java;AbstractCollectionEvent.java;120;10;5;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\lock\PessimisticReadSelectLockingStrategy.java;PessimisticReadSelectLockingStrategy.java;120;46;23;23;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\id\IdMapper.java;IdMapper.java;119;6;6;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\uuid\Helper.java;Helper.java;119;17;2;15;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\lock\SelectLockingStrategy.java;SelectLockingStrategy.java;119;31;18;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\entity\CollectionElementLoader.java;CollectionElementLoader.java;119;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\Graph.java;Graph.java;119;119;119;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\xsd\LocalXsdResolver.java;LocalXsdResolver.java;118;142;130;12;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\MappingBinder.java;MappingBinder.java;118;15;8;7;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\path\AbstractJoinImpl.java;AbstractJoinImpl.java;118;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\enhance\internal\bytebuddy\ByteBuddyEnhancementContext.java;ByteBuddyEnhancementContext.java;118;103;71;32;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\sqlserver\SqlServerSupport.java;SqlServerSupport.java;117;117;117;0;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\EhCacheMessageLogger.java;EhCacheMessageLogger.java;116;144;130;14;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\internal\JdbcServicesImpl.java;JdbcServicesImpl.java;116;3;2;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\pojo\BasicLazyInitializer.java;BasicLazyInitializer.java;116;18;6;12;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\xml\DTDEntityResolver.java;DTDEntityResolver.java;115;1;0;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\ToOneFkSecondPass.java;ToOneFkSecondPass.java;115;1;1;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\internal\SequenceInformationExtractorMariaDBDatabaseImpl.java;SequenceInformationExtractorMariaDBDatabaseImpl.java;115;115;115;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\function\SubstringFunction.java;SubstringFunction.java;115;28;18;10;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\internal\ast\exec\DeleteExecutor.java;DeleteExecutor.java;115;17;10;7;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\ManyToOne.java;ManyToOne.java;115;20;15;5;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\db2\DB2GeometryTypeDescriptor.java;DB2GeometryTypeDescriptor.java;115;127;121;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\boot\spi\ProviderChecker.java;ProviderChecker.java;114;33;16;17;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\env\internal\DefaultSchemaNameResolver.java;DefaultSchemaNameResolver.java;113;149;69;80;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\AbstractCachedDomainDataAccess.java;AbstractCachedDomainDataAccess.java;113;40;13;27;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\revisioninfo\DefaultRevisionInfoGenerator.java;DefaultRevisionInfoGenerator.java;112;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\persister\entity\Joinable.java;Joinable.java;112;13;13;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\jdbc\spi\PhysicalConnectionHandlingMode.java;PhysicalConnectionHandlingMode.java;112;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\custom\JdbcResultMetadata.java;JdbcResultMetadata.java;112;39;33;6;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\procedure\ParameterRegistration.java;ParameterRegistration.java;112;15;15;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\id\uuid\CustomVersionOneStrategy.java;CustomVersionOneStrategy.java;111;4;3;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\entity\AbstractEntityLoader.java;AbstractEntityLoader.java;111;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\IndexedCollection.java;IndexedCollection.java;111;36;28;8;2;4;2;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\function\LocateFunction.java;LocateFunction.java;111;30;20;10;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\spi\id\AbstractIdsBulkIdHandler.java;AbstractIdsBulkIdHandler.java;110;8;6;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\beanvalidation\HibernateTraversableResolver.java;HibernateTraversableResolver.java;109;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\configuration\internal\metadata\QueryGeneratorBuilder.java;QueryGeneratorBuilder.java;109;16;9;7;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\BasicLoader.java;BasicLoader.java;109;5;3;2;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\relational\SimpleAuxiliaryDatabaseObject.java;SimpleAuxiliaryDatabaseObject.java;109;8;8;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cfg\BaselineSessionEventsListenerBuilder.java;BaselineSessionEventsListenerBuilder.java;109;69;55;14;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\mysql\MySQLGeometryTypeDescriptor.java;MySQLGeometryTypeDescriptor.java;109;14;7;7;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\internal\SessionFactoryServiceRegistryImpl.java;SessionFactoryServiceRegistryImpl.java;107;56;40;16;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\LobTypeMappings.java;LobTypeMappings.java;107;116;76;40;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\AbstractTypeDescriptor.java;AbstractTypeDescriptor.java;107;13;9;4;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\resource\beans\container\internal\CdiBeanContainerBuilder.java;CdiBeanContainerBuilder.java;107;12;6;6;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\stax\LocalSchema.java;LocalSchema.java;107;4;4;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\ScriptSourceInputFromFile.java;ScriptSourceInputFromFile.java;107;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\mapper\relation\lazy\initializor\ListCollectionInitializor.java;ListCollectionInitializor.java;106;52;39;13;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\synchronization\work\AbstractAuditWorkUnit.java;AbstractAuditWorkUnit.java;106;6;5;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\io\CharSequenceReader.java;CharSequenceReader.java;106;106;106;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\internal\RootGraphImpl.java;RootGraphImpl.java;106;118;112;6;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\property\access\spi\SetterFieldImpl.java;SetterFieldImpl.java;106;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\Caching.java;Caching.java;106;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\RegionFactory.java;RegionFactory.java;106;244;43;201;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\AbstractCacheableDataStatistics.java;AbstractCacheableDataStatistics.java;105;159;132;27;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\pojo\bytebuddy\ByteBuddyProxyFactory.java;ByteBuddyProxyFactory.java;105;253;69;184;3;9;0;9
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\StatisticsInitiator.java;StatisticsInitiator.java;105;49;31;18;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\predicate\NegatedPredicateWrapper.java;NegatedPredicateWrapper.java;105;5;0;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultLockEventListener.java;DefaultLockEventListener.java;105;12;7;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Any.java;Any.java;105;43;38;5;3;4;1;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\RootGraph.java;RootGraph.java;105;105;105;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\OracleSpatial10gDialect.java;OracleSpatial10gDialect.java;105;14;3;11;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\PostgresUUIDType.java;PostgresUUIDType.java;104;8;8;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\mysql\MySQL5SpatialDialect.java;MySQL5SpatialDialect.java;104;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\JdbcSessionContextImpl.java;JdbcSessionContextImpl.java;104;7;5;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\OracleSpatialSDO10gDialect.java;OracleSpatialSDO10gDialect.java;104;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Set.java;Set.java;104;26;19;7;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\NavigableRole.java;NavigableRole.java;104;104;104;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\spi\XmlMappingBinderAccess.java;XmlMappingBinderAccess.java;104;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\hql\spi\id\cte\AbstractCteValuesListBulkIdHandler.java;AbstractCteValuesListBulkIdHandler.java;104;8;7;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\internal\ClassLoaderAccessImpl.java;ClassLoaderAccessImpl.java;103;14;13;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\CacheRegionStatisticsImpl.java;CacheRegionStatisticsImpl.java;102;122;112;10;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\internal\util\ConfigurationHelper.java;ConfigurationHelper.java;102;22;11;11;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\CacheTransactionSynchronization.java;CacheTransactionSynchronization.java;102;102;102;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\TimestampTypeDescriptor.java;TimestampTypeDescriptor.java;102;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\collection\PaddedBatchingCollectionInitializerBuilder.java;PaddedBatchingCollectionInitializerBuilder.java;102;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\SpatialDialect.java;SpatialDialect.java;102;20;10;10;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\sql\TimeTypeDescriptor.java;TimeTypeDescriptor.java;102;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\SecondLevelCacheLogger.java;SecondLevelCacheLogger.java;102;120;111;9;3;6;0;6
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\QueryStatistics.java;QueryStatistics.java;102;80;72;8;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\graph\SubGraph.java;SubGraph.java;100;100;100;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\sqlserver\SqlServer2008SpatialDialect.java;SqlServer2008SpatialDialect.java;100;132;25;107;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\EntityStatisticsImpl.java;EntityStatisticsImpl.java;100;140;120;20;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\MapType.java;MapType.java;100;10;9;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\internal\QueryParameterBindingImpl.java;QueryParameterBindingImpl.java;100;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\ProxyConfiguration.java;ProxyConfiguration.java;99;2;1;1;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\sql\ordering\antlr\OrderByFragmentTranslator.java;OrderByFragmentTranslator.java;99;8;4;4;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\EntityTypeImpl.java;EntityTypeImpl.java;98;108;103;5;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\convert\internal\NamedEnumValueConverter.java;NamedEnumValueConverter.java;98;76;36;40;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\archive\scan\spi\ClassFileArchiveEntryHandler.java;ClassFileArchiveEntryHandler.java;98;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\SourceType.java;SourceType.java;98;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\criterion\InExpression.java;InExpression.java;98;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\model\process\internal\ManagedResourcesImpl.java;ManagedResourcesImpl.java;97;7;3;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\proxy\pojo\bytebuddy\ByteBuddyInterceptor.java;ByteBuddyInterceptor.java;97;19;4;15;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tuple\entity\BytecodeEnhancementMetadataNonPojoImpl.java;BytecodeEnhancementMetadataNonPojoImpl.java;97;31;31;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\EntityCopyObserverFactoryInitiator.java;EntityCopyObserverFactoryInitiator.java;97;105;101;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\jaxb\internal\stax\HbmEventReader.java;HbmEventReader.java;96;12;8;4;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\hbm2ddl\ManagedProviderConnectionHelper.java;ManagedProviderConnectionHelper.java;96;1;0;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\AbstractLockUpgradeEventListener.java;AbstractLockUpgradeEventListener.java;96;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\service\StandardServiceInitiators.java;StandardServiceInitiators.java;96;8;6;2;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\util\collections\JoinedIterable.java;JoinedIterable.java;96;5;3;2;2;2;1;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\entities\RevisionTypeType.java;RevisionTypeType.java;96;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\HibernateEhcacheUtils.java;HibernateEhcacheUtils.java;96;102;99;3;1;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\convert\internal\OrdinalEnumValueConverter.java;OrdinalEnumValueConverter.java;96;74;35;39;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\GeolatteGeometryJavaTypeDescriptor.java;GeolatteGeometryJavaTypeDescriptor.java;95;27;17;10;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\collection\plan\LegacyBatchingCollectionInitializerBuilder.java;LegacyBatchingCollectionInitializerBuilder.java;95;14;9;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\internal\CacheKeyImplementation.java;CacheKeyImplementation.java;94;10;5;5;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\service\spi\EventListenerGroup.java;EventListenerGroup.java;94;37;37;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\CollectionReadWriteAccess.java;CollectionReadWriteAccess.java;94;10;8;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\hana\HANAGeometryTypeDescriptor.java;HANAGeometryTypeDescriptor.java;94;7;3;4;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\DefaultAutoFlushEventListener.java;DefaultAutoFlushEventListener.java;94;40;24;16;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\EvictVisitor.java;EvictVisitor.java;94;41;28;13;3;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\PrimaryKey.java;PrimaryKey.java;94;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\tools\EntityTools.java;EntityTools.java;93;5;3;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\query\criteria\internal\expression\CompoundSelectionImpl.java;CompoundSelectionImpl.java;93;10;4;6;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\GenerationTargetToDatabase.java;GenerationTargetToDatabase.java;93;4;2;2;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\type\descriptor\java\EnumJavaTypeDescriptor.java;EnumJavaTypeDescriptor.java;93;7;3;4;2;3;1;2
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SDOGeometryValueBinder.java;SDOGeometryValueBinder.java;92;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\IndividuallySchemaMigratorImpl.java;IndividuallySchemaMigratorImpl.java;92;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\internal\NoCachingRegionFactory.java;NoCachingRegionFactory.java;92;44;22;22;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\metamodel\model\domain\internal\AbstractPluralAttribute.java;AbstractPluralAttribute.java;92;110;101;9;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\GroupedSchemaMigratorImpl.java;GroupedSchemaMigratorImpl.java;92;4;2;2;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\CollectionStatisticsImpl.java;CollectionStatisticsImpl.java;91;125;108;17;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\AbstractReassociateEventListener.java;AbstractReassociateEventListener.java;91;6;4;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\MariaDB103Dialect.java;MariaDB103Dialect.java;91;101;96;5;2;4;0;4
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\AbstractNaturalIdDataAccess.java;AbstractNaturalIdDataAccess.java;91;6;2;4;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\jdbc\dialect\spi\BasicDialectResolver.java;BasicDialectResolver.java;91;14;9;5;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\internal\tools\Tools.java;Tools.java;91;11;0;11;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-ehcache\src\main\java\org\hibernate\cache\ehcache\internal\SingletonEhcacheRegionFactory.java;SingletonEhcacheRegionFactory.java;90;100;95;5;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\extract\spi\ExtractionContext.java;ExtractionContext.java;90;42;42;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\h2geodb\GeoDBGeometryTypeDescriptor.java;GeoDBGeometryTypeDescriptor.java;90;4;2;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\JTSGeometryJavaTypeDescriptor.java;JTSGeometryJavaTypeDescriptor.java;90;21;10;11;2;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\bytecode\spi\BytecodeEnhancementMetadata.java;BytecodeEnhancementMetadata.java;90;26;26;0;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\DB297Dialect.java;DB297Dialect.java;89;49;39;10;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-jipijapa\src\main\java\org\jboss\as\jpa\hibernate5\VirtualFileSystemArchiveDescriptor.java;VirtualFileSystemArchiveDescriptor.java;89;197;143;54;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\param\DynamicFilterParameterSpecification.java;DynamicFilterParameterSpecification.java;88;9;7;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\query\internal\impl\EntitiesModifiedAtRevisionQuery.java;EntitiesModifiedAtRevisionQuery.java;88;8;8;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\SchemaAutoTooling.java;SchemaAutoTooling.java;88;29;24;5;2;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\stat\internal\StatsNamedContainer.java;StatsNamedContainer.java;88;88;88;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\internal\JdbcObserverImpl.java;JdbcObserverImpl.java;88;48;20;28;1;3;0;3
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\jpa\HibernateEntityManagerFactory.java;HibernateEntityManagerFactory.java;87;17;17;0;1;1;1;0
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\mapping\Array.java;Array.java;87;15;12;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\tool\schema\internal\exec\ScriptSourceInputFromUrl.java;ScriptSourceInputFromUrl.java;87;5;5;0;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\hana\HANAPointTypeDescriptor.java;HANAPointTypeDescriptor.java;86;6;3;3;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\cache\spi\support\EntityNonStrictReadWriteAccess.java;EntityNonStrictReadWriteAccess.java;86;11;8;3;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\engine\query\spi\sql\NativeSQLQuerySpecification.java;NativeSQLQuerySpecification.java;86;3;1;2;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\loader\collection\LegacyBatchingCollectionInitializerBuilder.java;LegacyBatchingCollectionInitializerBuilder.java;86;2;1;1;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\dialect\SQLServer2012Dialect.java;SQLServer2012Dialect.java;86;10;4;6;3;4;0;4
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\sqlserver\SqlServer2012SpatialDialect.java;SqlServer2012SpatialDialect.java;86;86;86;0;1;2;1;1
E:\workspace\java\hibernate-orm\hibernate-spatial\src\main\java\org\hibernate\spatial\dialect\oracle\SDOObjectMethod.java;SDOObjectMethod.java;86;26;13;13;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\event\internal\ProxyVisitor.java;ProxyVisitor.java;85;11;6;5;1;1;0;1
E:\workspace\java\hibernate-orm\hibernate-envers\src\main\java\org\hibernate\envers\strategy\AuditStrategy.java;AuditStrategy.java;85;187;35;152;1;2;0;2
E:\workspace\java\hibernate-orm\hibernate-core\src\main\java\org\hibernate\boot\xsd\MappingXsdSupport.java;MappingXsdSupport.java;85;85;85;0;2;2;0;2
